STEPS	|   PROCESS			|  A	|  B  |
25677	|  EMPTYING B 			|  13087	|  0  |
25678	|  POURING A TO B 		|  10088	|  2999  |
25679	|  EMPTYING B 			|  10088	|  0  |
25680	|  POURING A TO B 		|  7089	|  2999  |
25681	|  EMPTYING B 			|  7089	|  0  |
25682	|  POURING A TO B 		|  4090	|  2999  |
25683	|  EMPTYING B 			|  4090	|  0  |
25684	|  POURING A TO B 		|  1091	|  2999  |
25685	|  EMPTYING B 			|  1091	|  0  |
25686	|  POURING A TO B 		|  0	|  1091  |
25687	|  FILLING A FULLY		|  39989	|  1091  |
25688	|  POURING A TO B 		|  38081	|  2999  |
25689	|  EMPTYING B 			|  38081	|  0  |
25690	|  POURING A TO B 		|  35082	|  2999  |
25691	|  EMPTYING B 			|  35082	|  0  |
25692	|  POURING A TO B 		|  32083	|  2999  |
25693	|  EMPTYING B 			|  32083	|  0  |
25694	|  POURING A TO B 		|  29084	|  2999  |
25695	|  EMPTYING B 			|  29084	|  0  |
25696	|  POURING A TO B 		|  26085	|  2999  |
25697	|  EMPTYING B 			|  26085	|  0  |
25698	|  POURING A TO B 		|  23086	|  2999  |
25699	|  EMPTYING B 			|  23086	|  0  |
25700	|  POURING A TO B 		|  20087	|  2999  |
25701	|  EMPTYING B 			|  20087	|  0  |
25702	|  POURING A TO B 		|  17088	|  2999  |
25703	|  EMPTYING B 			|  17088	|  0  |
25704	|  POURING A TO B 		|  14089	|  2999  |
25705	|  EMPTYING B 			|  14089	|  0  |
25706	|  POURING A TO B 		|  11090	|  2999  |
25707	|  EMPTYING B 			|  11090	|  0  |
25708	|  POURING A TO B 		|  8091	|  2999  |
25709	|  EMPTYING B 			|  8091	|  0  |
25710	|  POURING A TO B 		|  5092	|  2999  |
25711	|  EMPTYING B 			|  5092	|  0  |
25712	|  POURING A TO B 		|  2093	|  2999  |
25713	|  EMPTYING B 			|  2093	|  0  |
25714	|  POURING A TO B 		|  0	|  2093  |
25715	|  FILLING A FULLY		|  39989	|  2093  |
25716	|  POURING A TO B 		|  39083	|  2999  |
25717	|  EMPTYING B 			|  39083	|  0  |
25718	|  POURING A TO B 		|  36084	|  2999  |
25719	|  EMPTYING B 			|  36084	|  0  |
25720	|  POURING A TO B 		|  33085	|  2999  |
25721	|  EMPTYING B 			|  33085	|  0  |
25722	|  POURING A TO B 		|  30086	|  2999  |
25723	|  EMPTYING B 			|  30086	|  0  |
25724	|  POURING A TO B 		|  27087	|  2999  |
25725	|  EMPTYING B 			|  27087	|  0  |
25726	|  POURING A TO B 		|  24088	|  2999  |
25727	|  EMPTYING B 			|  24088	|  0  |
25728	|  POURING A TO B 		|  21089	|  2999  |
25729	|  EMPTYING B 			|  21089	|  0  |
25730	|  POURING A TO B 		|  18090	|  2999  |
25731	|  EMPTYING B 			|  18090	|  0  |
25732	|  POURING A TO B 		|  15091	|  2999  |
25733	|  EMPTYING B 			|  15091	|  0  |
25734	|  POURING A TO B 		|  12092	|  2999  |
25735	|  EMPTYING B 			|  12092	|  0  |
25736	|  POURING A TO B 		|  9093	|  2999  |
25737	|  EMPTYING B 			|  9093	|  0  |
25738	|  POURING A TO B 		|  6094	|  2999  |
25739	|  EMPTYING B 			|  6094	|  0  |
25740	|  POURING A TO B 		|  3095	|  2999  |
25741	|  EMPTYING B 			|  3095	|  0  |
25742	|  POURING A TO B 		|  96	|  2999  |
25743	|  EMPTYING B 			|  96	|  0  |
25744	|  POURING A TO B 		|  0	|  96  |
25745	|  FILLING A FULLY		|  39989	|  96  |
25746	|  POURING A TO B 		|  37086	|  2999  |
25747	|  EMPTYING B 			|  37086	|  0  |
25748	|  POURING A TO B 		|  34087	|  2999  |
25749	|  EMPTYING B 			|  34087	|  0  |
25750	|  POURING A TO B 		|  31088	|  2999  |
25751	|  EMPTYING B 			|  31088	|  0  |
25752	|  POURING A TO B 		|  28089	|  2999  |
25753	|  EMPTYING B 			|  28089	|  0  |
25754	|  POURING A TO B 		|  25090	|  2999  |
25755	|  EMPTYING B 			|  25090	|  0  |
25756	|  POURING A TO B 		|  22091	|  2999  |
25757	|  EMPTYING B 			|  22091	|  0  |
25758	|  POURING A TO B 		|  19092	|  2999  |
25759	|  EMPTYING B 			|  19092	|  0  |
25760	|  POURING A TO B 		|  16093	|  2999  |
25761	|  EMPTYING B 			|  16093	|  0  |
25762	|  POURING A TO B 		|  13094	|  2999  |
25763	|  EMPTYING B 			|  13094	|  0  |
25764	|  POURING A TO B 		|  10095	|  2999  |
25765	|  EMPTYING B 			|  10095	|  0  |
25766	|  POURING A TO B 		|  7096	|  2999  |
25767	|  EMPTYING B 			|  7096	|  0  |
25768	|  POURING A TO B 		|  4097	|  2999  |
25769	|  EMPTYING B 			|  4097	|  0  |
25770	|  POURING A TO B 		|  1098	|  2999  |
25771	|  EMPTYING B 			|  1098	|  0  |
25772	|  POURING A TO B 		|  0	|  1098  |
25773	|  FILLING A FULLY		|  39989	|  1098  |
25774	|  POURING A TO B 		|  38088	|  2999  |
25775	|  EMPTYING B 			|  38088	|  0  |
25776	|  POURING A TO B 		|  35089	|  2999  |
25777	|  EMPTYING B 			|  35089	|  0  |
25778	|  POURING A TO B 		|  32090	|  2999  |
25779	|  EMPTYING B 			|  32090	|  0  |
25780	|  POURING A TO B 		|  29091	|  2999  |
25781	|  EMPTYING B 			|  29091	|  0  |
25782	|  POURING A TO B 		|  26092	|  2999  |
25783	|  EMPTYING B 			|  26092	|  0  |
25784	|  POURING A TO B 		|  23093	|  2999  |
25785	|  EMPTYING B 			|  23093	|  0  |
25786	|  POURING A TO B 		|  20094	|  2999  |
25787	|  EMPTYING B 			|  20094	|  0  |
25788	|  POURING A TO B 		|  17095	|  2999  |
25789	|  EMPTYING B 			|  17095	|  0  |
25790	|  POURING A TO B 		|  14096	|  2999  |
25791	|  EMPTYING B 			|  14096	|  0  |
25792	|  POURING A TO B 		|  11097	|  2999  |
25793	|  EMPTYING B 			|  11097	|  0  |
25794	|  POURING A TO B 		|  8098	|  2999  |
25795	|  EMPTYING B 			|  8098	|  0  |
25796	|  POURING A TO B 		|  5099	|  2999  |
25797	|  EMPTYING B 			|  5099	|  0  |
25798	|  POURING A TO B 		|  2100	|  2999  |
25799	|  EMPTYING B 			|  2100	|  0  |
25800	|  POURING A TO B 		|  0	|  2100  |
25801	|  FILLING A FULLY		|  39989	|  2100  |
25802	|  POURING A TO B 		|  39090	|  2999  |
25803	|  EMPTYING B 			|  39090	|  0  |
25804	|  POURING A TO B 		|  36091	|  2999  |
25805	|  EMPTYING B 			|  36091	|  0  |
25806	|  POURING A TO B 		|  33092	|  2999  |
25807	|  EMPTYING B 			|  33092	|  0  |
25808	|  POURING A TO B 		|  30093	|  2999  |
25809	|  EMPTYING B 			|  30093	|  0  |
25810	|  POURING A TO B 		|  27094	|  2999  |
25811	|  EMPTYING B 			|  27094	|  0  |
25812	|  POURING A TO B 		|  24095	|  2999  |
25813	|  EMPTYING B 			|  24095	|  0  |
25814	|  POURING A TO B 		|  21096	|  2999  |
25815	|  EMPTYING B 			|  21096	|  0  |
25816	|  POURING A TO B 		|  18097	|  2999  |
25817	|  EMPTYING B 			|  18097	|  0  |
25818	|  POURING A TO B 		|  15098	|  2999  |
25819	|  EMPTYING B 			|  15098	|  0  |
25820	|  POURING A TO B 		|  12099	|  2999  |
25821	|  EMPTYING B 			|  12099	|  0  |
25822	|  POURING A TO B 		|  9100	|  2999  |
25823	|  EMPTYING B 			|  9100	|  0  |
25824	|  POURING A TO B 		|  6101	|  2999  |
25825	|  EMPTYING B 			|  6101	|  0  |
25826	|  POURING A TO B 		|  3102	|  2999  |
25827	|  EMPTYING B 			|  3102	|  0  |
25828	|  POURING A TO B 		|  103	|  2999  |
25829	|  EMPTYING B 			|  103	|  0  |
25830	|  POURING A TO B 		|  0	|  103  |
25831	|  FILLING A FULLY		|  39989	|  103  |
25832	|  POURING A TO B 		|  37093	|  2999  |
25833	|  EMPTYING B 			|  37093	|  0  |
25834	|  POURING A TO B 		|  34094	|  2999  |
25835	|  EMPTYING B 			|  34094	|  0  |
25836	|  POURING A TO B 		|  31095	|  2999  |
25837	|  EMPTYING B 			|  31095	|  0  |
25838	|  POURING A TO B 		|  28096	|  2999  |
25839	|  EMPTYING B 			|  28096	|  0  |
25840	|  POURING A TO B 		|  25097	|  2999  |
25841	|  EMPTYING B 			|  25097	|  0  |
25842	|  POURING A TO B 		|  22098	|  2999  |
25843	|  EMPTYING B 			|  22098	|  0  |
25844	|  POURING A TO B 		|  19099	|  2999  |
25845	|  EMPTYING B 			|  19099	|  0  |
25846	|  POURING A TO B 		|  16100	|  2999  |
25847	|  EMPTYING B 			|  16100	|  0  |
25848	|  POURING A TO B 		|  13101	|  2999  |
25849	|  EMPTYING B 			|  13101	|  0  |
25850	|  POURING A TO B 		|  10102	|  2999  |
25851	|  EMPTYING B 			|  10102	|  0  |
25852	|  POURING A TO B 		|  7103	|  2999  |
25853	|  EMPTYING B 			|  7103	|  0  |
25854	|  POURING A TO B 		|  4104	|  2999  |
25855	|  EMPTYING B 			|  4104	|  0  |
25856	|  POURING A TO B 		|  1105	|  2999  |
25857	|  EMPTYING B 			|  1105	|  0  |
25858	|  POURING A TO B 		|  0	|  1105  |
25859	|  FILLING A FULLY		|  39989	|  1105  |
25860	|  POURING A TO B 		|  38095	|  2999  |
25861	|  EMPTYING B 			|  38095	|  0  |
25862	|  POURING A TO B 		|  35096	|  2999  |
25863	|  EMPTYING B 			|  35096	|  0  |
25864	|  POURING A TO B 		|  32097	|  2999  |
25865	|  EMPTYING B 			|  32097	|  0  |
25866	|  POURING A TO B 		|  29098	|  2999  |
25867	|  EMPTYING B 			|  29098	|  0  |
25868	|  POURING A TO B 		|  26099	|  2999  |
25869	|  EMPTYING B 			|  26099	|  0  |
25870	|  POURING A TO B 		|  23100	|  2999  |
25871	|  EMPTYING B 			|  23100	|  0  |
25872	|  POURING A TO B 		|  20101	|  2999  |
25873	|  EMPTYING B 			|  20101	|  0  |
25874	|  POURING A TO B 		|  17102	|  2999  |
25875	|  EMPTYING B 			|  17102	|  0  |
25876	|  POURING A TO B 		|  14103	|  2999  |
25877	|  EMPTYING B 			|  14103	|  0  |
25878	|  POURING A TO B 		|  11104	|  2999  |
25879	|  EMPTYING B 			|  11104	|  0  |
25880	|  POURING A TO B 		|  8105	|  2999  |
25881	|  EMPTYING B 			|  8105	|  0  |
25882	|  POURING A TO B 		|  5106	|  2999  |
25883	|  EMPTYING B 			|  5106	|  0  |
25884	|  POURING A TO B 		|  2107	|  2999  |
25885	|  EMPTYING B 			|  2107	|  0  |
25886	|  POURING A TO B 		|  0	|  2107  |
25887	|  FILLING A FULLY		|  39989	|  2107  |
25888	|  POURING A TO B 		|  39097	|  2999  |
25889	|  EMPTYING B 			|  39097	|  0  |
25890	|  POURING A TO B 		|  36098	|  2999  |
25891	|  EMPTYING B 			|  36098	|  0  |
25892	|  POURING A TO B 		|  33099	|  2999  |
25893	|  EMPTYING B 			|  33099	|  0  |
25894	|  POURING A TO B 		|  30100	|  2999  |
25895	|  EMPTYING B 			|  30100	|  0  |
25896	|  POURING A TO B 		|  27101	|  2999  |
25897	|  EMPTYING B 			|  27101	|  0  |
25898	|  POURING A TO B 		|  24102	|  2999  |
25899	|  EMPTYING B 			|  24102	|  0  |
25900	|  POURING A TO B 		|  21103	|  2999  |
25901	|  EMPTYING B 			|  21103	|  0  |
25902	|  POURING A TO B 		|  18104	|  2999  |
25903	|  EMPTYING B 			|  18104	|  0  |
25904	|  POURING A TO B 		|  15105	|  2999  |
25905	|  EMPTYING B 			|  15105	|  0  |
25906	|  POURING A TO B 		|  12106	|  2999  |
25907	|  EMPTYING B 			|  12106	|  0  |
25908	|  POURING A TO B 		|  9107	|  2999  |
25909	|  EMPTYING B 			|  9107	|  0  |
25910	|  POURING A TO B 		|  6108	|  2999  |
25911	|  EMPTYING B 			|  6108	|  0  |
25912	|  POURING A TO B 		|  3109	|  2999  |
25913	|  EMPTYING B 			|  3109	|  0  |
25914	|  POURING A TO B 		|  110	|  2999  |
25915	|  EMPTYING B 			|  110	|  0  |
25916	|  POURING A TO B 		|  0	|  110  |
25917	|  FILLING A FULLY		|  39989	|  110  |
25918	|  POURING A TO B 		|  37100	|  2999  |
25919	|  EMPTYING B 			|  37100	|  0  |
25920	|  POURING A TO B 		|  34101	|  2999  |
25921	|  EMPTYING B 			|  34101	|  0  |
25922	|  POURING A TO B 		|  31102	|  2999  |
25923	|  EMPTYING B 			|  31102	|  0  |
25924	|  POURING A TO B 		|  28103	|  2999  |
25925	|  EMPTYING B 			|  28103	|  0  |
25926	|  POURING A TO B 		|  25104	|  2999  |
25927	|  EMPTYING B 			|  25104	|  0  |
25928	|  POURING A TO B 		|  22105	|  2999  |
25929	|  EMPTYING B 			|  22105	|  0  |
25930	|  POURING A TO B 		|  19106	|  2999  |
25931	|  EMPTYING B 			|  19106	|  0  |
25932	|  POURING A TO B 		|  16107	|  2999  |
25933	|  EMPTYING B 			|  16107	|  0  |
25934	|  POURING A TO B 		|  13108	|  2999  |
25935	|  EMPTYING B 			|  13108	|  0  |
25936	|  POURING A TO B 		|  10109	|  2999  |
25937	|  EMPTYING B 			|  10109	|  0  |
25938	|  POURING A TO B 		|  7110	|  2999  |
25939	|  EMPTYING B 			|  7110	|  0  |
25940	|  POURING A TO B 		|  4111	|  2999  |
25941	|  EMPTYING B 			|  4111	|  0  |
25942	|  POURING A TO B 		|  1112	|  2999  |
25943	|  EMPTYING B 			|  1112	|  0  |
25944	|  POURING A TO B 		|  0	|  1112  |
25945	|  FILLING A FULLY		|  39989	|  1112  |
25946	|  POURING A TO B 		|  38102	|  2999  |
25947	|  EMPTYING B 			|  38102	|  0  |
25948	|  POURING A TO B 		|  35103	|  2999  |
25949	|  EMPTYING B 			|  35103	|  0  |
25950	|  POURING A TO B 		|  32104	|  2999  |
25951	|  EMPTYING B 			|  32104	|  0  |
25952	|  POURING A TO B 		|  29105	|  2999  |
25953	|  EMPTYING B 			|  29105	|  0  |
25954	|  POURING A TO B 		|  26106	|  2999  |
25955	|  EMPTYING B 			|  26106	|  0  |
25956	|  POURING A TO B 		|  23107	|  2999  |
25957	|  EMPTYING B 			|  23107	|  0  |
25958	|  POURING A TO B 		|  20108	|  2999  |
25959	|  EMPTYING B 			|  20108	|  0  |
25960	|  POURING A TO B 		|  17109	|  2999  |
25961	|  EMPTYING B 			|  17109	|  0  |
25962	|  POURING A TO B 		|  14110	|  2999  |
25963	|  EMPTYING B 			|  14110	|  0  |
25964	|  POURING A TO B 		|  11111	|  2999  |
25965	|  EMPTYING B 			|  11111	|  0  |
25966	|  POURING A TO B 		|  8112	|  2999  |
25967	|  EMPTYING B 			|  8112	|  0  |
25968	|  POURING A TO B 		|  5113	|  2999  |
25969	|  EMPTYING B 			|  5113	|  0  |
25970	|  POURING A TO B 		|  2114	|  2999  |
25971	|  EMPTYING B 			|  2114	|  0  |
25972	|  POURING A TO B 		|  0	|  2114  |
25973	|  FILLING A FULLY		|  39989	|  2114  |
25974	|  POURING A TO B 		|  39104	|  2999  |
25975	|  EMPTYING B 			|  39104	|  0  |
25976	|  POURING A TO B 		|  36105	|  2999  |
25977	|  EMPTYING B 			|  36105	|  0  |
25978	|  POURING A TO B 		|  33106	|  2999  |
25979	|  EMPTYING B 			|  33106	|  0  |
25980	|  POURING A TO B 		|  30107	|  2999  |
25981	|  EMPTYING B 			|  30107	|  0  |
25982	|  POURING A TO B 		|  27108	|  2999  |
25983	|  EMPTYING B 			|  27108	|  0  |
25984	|  POURING A TO B 		|  24109	|  2999  |
25985	|  EMPTYING B 			|  24109	|  0  |
25986	|  POURING A TO B 		|  21110	|  2999  |
25987	|  EMPTYING B 			|  21110	|  0  |
25988	|  POURING A TO B 		|  18111	|  2999  |
25989	|  EMPTYING B 			|  18111	|  0  |
25990	|  POURING A TO B 		|  15112	|  2999  |
25991	|  EMPTYING B 			|  15112	|  0  |
25992	|  POURING A TO B 		|  12113	|  2999  |
25993	|  EMPTYING B 			|  12113	|  0  |
25994	|  POURING A TO B 		|  9114	|  2999  |
25995	|  EMPTYING B 			|  9114	|  0  |
25996	|  POURING A TO B 		|  6115	|  2999  |
25997	|  EMPTYING B 			|  6115	|  0  |
25998	|  POURING A TO B 		|  3116	|  2999  |
25999	|  EMPTYING B 			|  3116	|  0  |
26000	|  POURING A TO B 		|  117	|  2999  |
26001	|  EMPTYING B 			|  117	|  0  |
26002	|  POURING A TO B 		|  0	|  117  |
26003	|  FILLING A FULLY		|  39989	|  117  |
26004	|  POURING A TO B 		|  37107	|  2999  |
26005	|  EMPTYING B 			|  37107	|  0  |
26006	|  POURING A TO B 		|  34108	|  2999  |
26007	|  EMPTYING B 			|  34108	|  0  |
26008	|  POURING A TO B 		|  31109	|  2999  |
26009	|  EMPTYING B 			|  31109	|  0  |
26010	|  POURING A TO B 		|  28110	|  2999  |
26011	|  EMPTYING B 			|  28110	|  0  |
26012	|  POURING A TO B 		|  25111	|  2999  |
26013	|  EMPTYING B 			|  25111	|  0  |
26014	|  POURING A TO B 		|  22112	|  2999  |
26015	|  EMPTYING B 			|  22112	|  0  |
26016	|  POURING A TO B 		|  19113	|  2999  |
26017	|  EMPTYING B 			|  19113	|  0  |
26018	|  POURING A TO B 		|  16114	|  2999  |
26019	|  EMPTYING B 			|  16114	|  0  |
26020	|  POURING A TO B 		|  13115	|  2999  |
26021	|  EMPTYING B 			|  13115	|  0  |
26022	|  POURING A TO B 		|  10116	|  2999  |
26023	|  EMPTYING B 			|  10116	|  0  |
26024	|  POURING A TO B 		|  7117	|  2999  |
26025	|  EMPTYING B 			|  7117	|  0  |
26026	|  POURING A TO B 		|  4118	|  2999  |
26027	|  EMPTYING B 			|  4118	|  0  |
26028	|  POURING A TO B 		|  1119	|  2999  |
26029	|  EMPTYING B 			|  1119	|  0  |
26030	|  POURING A TO B 		|  0	|  1119  |
26031	|  FILLING A FULLY		|  39989	|  1119  |
26032	|  POURING A TO B 		|  38109	|  2999  |
26033	|  EMPTYING B 			|  38109	|  0  |
26034	|  POURING A TO B 		|  35110	|  2999  |
26035	|  EMPTYING B 			|  35110	|  0  |
26036	|  POURING A TO B 		|  32111	|  2999  |
26037	|  EMPTYING B 			|  32111	|  0  |
26038	|  POURING A TO B 		|  29112	|  2999  |
26039	|  EMPTYING B 			|  29112	|  0  |
26040	|  POURING A TO B 		|  26113	|  2999  |
26041	|  EMPTYING B 			|  26113	|  0  |
26042	|  POURING A TO B 		|  23114	|  2999  |
26043	|  EMPTYING B 			|  23114	|  0  |
26044	|  POURING A TO B 		|  20115	|  2999  |
26045	|  EMPTYING B 			|  20115	|  0  |
26046	|  POURING A TO B 		|  17116	|  2999  |
26047	|  EMPTYING B 			|  17116	|  0  |
26048	|  POURING A TO B 		|  14117	|  2999  |
26049	|  EMPTYING B 			|  14117	|  0  |
26050	|  POURING A TO B 		|  11118	|  2999  |
26051	|  EMPTYING B 			|  11118	|  0  |
26052	|  POURING A TO B 		|  8119	|  2999  |
26053	|  EMPTYING B 			|  8119	|  0  |
26054	|  POURING A TO B 		|  5120	|  2999  |
26055	|  EMPTYING B 			|  5120	|  0  |
26056	|  POURING A TO B 		|  2121	|  2999  |
26057	|  EMPTYING B 			|  2121	|  0  |
26058	|  POURING A TO B 		|  0	|  2121  |
26059	|  FILLING A FULLY		|  39989	|  2121  |
26060	|  POURING A TO B 		|  39111	|  2999  |
26061	|  EMPTYING B 			|  39111	|  0  |
26062	|  POURING A TO B 		|  36112	|  2999  |
26063	|  EMPTYING B 			|  36112	|  0  |
26064	|  POURING A TO B 		|  33113	|  2999  |
26065	|  EMPTYING B 			|  33113	|  0  |
26066	|  POURING A TO B 		|  30114	|  2999  |
26067	|  EMPTYING B 			|  30114	|  0  |
26068	|  POURING A TO B 		|  27115	|  2999  |
26069	|  EMPTYING B 			|  27115	|  0  |
26070	|  POURING A TO B 		|  24116	|  2999  |
26071	|  EMPTYING B 			|  24116	|  0  |
26072	|  POURING A TO B 		|  21117	|  2999  |
26073	|  EMPTYING B 			|  21117	|  0  |
26074	|  POURING A TO B 		|  18118	|  2999  |
26075	|  EMPTYING B 			|  18118	|  0  |
26076	|  POURING A TO B 		|  15119	|  2999  |
26077	|  EMPTYING B 			|  15119	|  0  |
26078	|  POURING A TO B 		|  12120	|  2999  |
26079	|  EMPTYING B 			|  12120	|  0  |
26080	|  POURING A TO B 		|  9121	|  2999  |
26081	|  EMPTYING B 			|  9121	|  0  |
26082	|  POURING A TO B 		|  6122	|  2999  |
26083	|  EMPTYING B 			|  6122	|  0  |
26084	|  POURING A TO B 		|  3123	|  2999  |
26085	|  EMPTYING B 			|  3123	|  0  |
26086	|  POURING A TO B 		|  124	|  2999  |
26087	|  EMPTYING B 			|  124	|  0  |
26088	|  POURING A TO B 		|  0	|  124  |
26089	|  FILLING A FULLY		|  39989	|  124  |
26090	|  POURING A TO B 		|  37114	|  2999  |
26091	|  EMPTYING B 			|  37114	|  0  |
26092	|  POURING A TO B 		|  34115	|  2999  |
26093	|  EMPTYING B 			|  34115	|  0  |
26094	|  POURING A TO B 		|  31116	|  2999  |
26095	|  EMPTYING B 			|  31116	|  0  |
26096	|  POURING A TO B 		|  28117	|  2999  |
26097	|  EMPTYING B 			|  28117	|  0  |
26098	|  POURING A TO B 		|  25118	|  2999  |
26099	|  EMPTYING B 			|  25118	|  0  |
26100	|  POURING A TO B 		|  22119	|  2999  |
26101	|  EMPTYING B 			|  22119	|  0  |
26102	|  POURING A TO B 		|  19120	|  2999  |
26103	|  EMPTYING B 			|  19120	|  0  |
26104	|  POURING A TO B 		|  16121	|  2999  |
26105	|  EMPTYING B 			|  16121	|  0  |
26106	|  POURING A TO B 		|  13122	|  2999  |
26107	|  EMPTYING B 			|  13122	|  0  |
26108	|  POURING A TO B 		|  10123	|  2999  |
26109	|  EMPTYING B 			|  10123	|  0  |
26110	|  POURING A TO B 		|  7124	|  2999  |
26111	|  EMPTYING B 			|  7124	|  0  |
26112	|  POURING A TO B 		|  4125	|  2999  |
26113	|  EMPTYING B 			|  4125	|  0  |
26114	|  POURING A TO B 		|  1126	|  2999  |
26115	|  EMPTYING B 			|  1126	|  0  |
26116	|  POURING A TO B 		|  0	|  1126  |
26117	|  FILLING A FULLY		|  39989	|  1126  |
26118	|  POURING A TO B 		|  38116	|  2999  |
26119	|  EMPTYING B 			|  38116	|  0  |
26120	|  POURING A TO B 		|  35117	|  2999  |
26121	|  EMPTYING B 			|  35117	|  0  |
26122	|  POURING A TO B 		|  32118	|  2999  |
26123	|  EMPTYING B 			|  32118	|  0  |
26124	|  POURING A TO B 		|  29119	|  2999  |
26125	|  EMPTYING B 			|  29119	|  0  |
26126	|  POURING A TO B 		|  26120	|  2999  |
26127	|  EMPTYING B 			|  26120	|  0  |
26128	|  POURING A TO B 		|  23121	|  2999  |
26129	|  EMPTYING B 			|  23121	|  0  |
26130	|  POURING A TO B 		|  20122	|  2999  |
26131	|  EMPTYING B 			|  20122	|  0  |
26132	|  POURING A TO B 		|  17123	|  2999  |
26133	|  EMPTYING B 			|  17123	|  0  |
26134	|  POURING A TO B 		|  14124	|  2999  |
26135	|  EMPTYING B 			|  14124	|  0  |
26136	|  POURING A TO B 		|  11125	|  2999  |
26137	|  EMPTYING B 			|  11125	|  0  |
26138	|  POURING A TO B 		|  8126	|  2999  |
26139	|  EMPTYING B 			|  8126	|  0  |
26140	|  POURING A TO B 		|  5127	|  2999  |
26141	|  EMPTYING B 			|  5127	|  0  |
26142	|  POURING A TO B 		|  2128	|  2999  |
26143	|  EMPTYING B 			|  2128	|  0  |
26144	|  POURING A TO B 		|  0	|  2128  |
26145	|  FILLING A FULLY		|  39989	|  2128  |
26146	|  POURING A TO B 		|  39118	|  2999  |
26147	|  EMPTYING B 			|  39118	|  0  |
26148	|  POURING A TO B 		|  36119	|  2999  |
26149	|  EMPTYING B 			|  36119	|  0  |
26150	|  POURING A TO B 		|  33120	|  2999  |
26151	|  EMPTYING B 			|  33120	|  0  |
26152	|  POURING A TO B 		|  30121	|  2999  |
26153	|  EMPTYING B 			|  30121	|  0  |
26154	|  POURING A TO B 		|  27122	|  2999  |
26155	|  EMPTYING B 			|  27122	|  0  |
26156	|  POURING A TO B 		|  24123	|  2999  |
26157	|  EMPTYING B 			|  24123	|  0  |
